"","ESTABLISHMENT_ID","IsED","theta","psi","min_inspection","inspection","Total"
"1",1222579,0,0.614551353317643,1.46450927676097,2,1,1
"2",1222580,0,0.615277616293321,0.917852174121383,1,1,0
"3",1222807,0,0.612207086655619,0.640365221889408,3,6,2
"4",1223056,0,0.613459656060075,1.31763413661633,2,4,0
"5",1223438,0,0.611246150179659,3.06000951633424,1,1,0
"6",9000004,0,0.615178682383551,1.10940987725539,2,4,3
"7",9000026,0,0.612268183356645,0.780098091395202,2,5,6
"8",9000029,0,0.613667648235523,0.736310771221626,2,3,0
"9",9000031,0,0.611517752240305,1.14750741951119,2,3,0
"10",9000046,0,0.612922726902817,0.44585778018058,2,3,4
"11",9000074,0,0.612720596887672,1.20574299349392,2,4,4
"12",9000107,1,0.58423027795545,1.88749933365711,3,5,0
"13",9000109,0,0.61204577193925,0.47224234215237,2,2,7
"14",9000116,0,0.614643227401892,1.81019666621814,2,2,2
"15",9000122,0,0.61075839193099,0.577997062479969,1,2,0
"16",9000123,0,0.612773404686003,0.55076671893072,1,2,1
"17",9000144,0,0.613184918587944,1.04674158322191,3,7,14
"18",9000174,0,0.613186344914889,0.50084199041292,3,5,1
"19",9000183,0,0.613021713096654,0.577310933877014,1,1,0
"20",9000191,0,0.610706689659551,0.452066933193449,1,1,0
"21",9000193,0,0.612275413663195,0.897543622861428,1,1,0
"22",9000198,0,0.613319627687473,1.41439697874689,2,5,3
"23",9000200,0,0.612496827237493,1.17438778826447,2,7,11
"24",9000214,0,0.612372301068184,0.71027709660318,1,3,0
"25",9000224,0,0.611966264242423,1.51799926954509,2,3,0
"26",9000239,0,0.61356759409751,0.663152268392858,2,5,3
"27",9000241,0,0.613714854351344,0.298157355047311,1,2,0
"28",9000247,0,0.611810597679362,1.19506701694054,1,2,5
"29",9000251,0,0.612454694109061,1.42143310398366,1,2,0
"30",9000253,0,0.610804148115912,0.697541734790857,2,2,0
"31",9000261,0,0.612010022425367,1.37393965008052,3,5,0
"32",9000263,0,0.612368309034946,1.31329082095206,3,8,10
"33",9000265,0,0.612545648142258,0.998156208675529,3,7,11
"34",9000266,0,0.613253636948096,0.915024048006792,3,6,0
"35",9000280,0,0.611454746768285,0.438092133785974,1,1,2
"36",9000287,0,0.611234541762985,0.808539783684404,1,2,1
"37",9000306,0,0.612660033007786,1.16457227079675,2,4,0
"38",9000316,0,0.614138286947351,1.88730040354682,2,2,2
"39",9000320,0,0.612123571313344,1.02154132869801,3,7,18
"40",9000325,0,0.612503376205663,0.706518540836357,3,6,2
"41",9000350,0,0.613168158392362,0.933511931039634,2,3,1
"42",9000353,0,0.612620428680251,0.921321767976138,3,5,1
"43",9000359,0,0.610897699246254,1.44394530974686,2,5,1
"44",9000361,0,0.612315290894262,1.30794733954175,3,5,21
"45",9000372,0,0.611735962409555,0.868774831722582,2,5,1
"46",9000373,0,0.613088743550512,0.911984769560967,2,4,3
"47",9000375,0,0.612347825069101,0.767362622194313,2,4,1
"48",9000377,0,0.612482137392058,0.548902112250198,2,4,2
"49",9000378,0,0.613525703944898,0.592458969836316,1,3,2
"50",9000379,0,0.61180766160079,1.34816651071779,2,6,5
"51",9000381,0,0.613100549826718,0.888338531926223,2,4,3
"52",9000385,0,0.613461239385973,1.1876694526125,2,4,7
"53",9000410,0,0.612108558075635,1.17900804771794,3,4,10
"54",9000420,0,0.613786785947574,0.687328750528749,2,4,1
"55",9000424,0,0.612310234887279,1.47775180596601,2,7,6
"56",9000429,0,0.613895380452253,1.73420175065354,1,2,0
"57",9000431,0,0.613747200906211,0.497806572077956,2,4,0
